order_id,account_id,customer_id,order_type,amount,currency,status,merchant_name,created_at,updated_at
10015,5602,371,MERCHANT_SETTLEMENT,113609.33,USD,PENDING,Visa Direct Global,2026-08-14 13:26:20,2026-08-14 14:13:01
10016,5990,471,CARD_AUTH,121505.75,USD,COMPLETED,JPMorgan Settlement Corp,2026-07-27 10:02:16,2026-07-27 11:44:20
10017,5619,133,CARD_AUTH,101019.64,USD,PENDING,Oracle Cloud Infra,2026-07-21 13:30:58,2026-07-21 13:31:50
10018,5405,60,WIRE_TRANSFER,25781.42,USD,PENDING,Apple Services US,2026-08-28 03:42:09,2026-08-28 05:40:51
10019,5674,495,INTERNAL_BOOK_TRANSFER,90293.27,USD,PENDING,Microsoft Azure Cloud,2026-09-17 16:53:25,2026-09-17 17:42:45
10020,5708,345,INTERNAL_BOOK_TRANSFER,101273.63,USD,FAILED,Microsoft Azure Cloud,2026-07-28 07:58:31,2026-07-28 08:15:40
10021,5139,8,ACH_CREDIT,16809.52,USD,COMPLETED,Target Retail Network,2026-07-22 10:15:18,2026-07-22 10:43:57
10022,5493,333,ACH_CREDIT,97469.91,USD,PENDING,Oracle Cloud Infra,2026-08-07 08:38:01,2026-08-07 08:49:51
10023,5309,395,MERCHANT_SETTLEMENT,22246.57,USD,PENDING,Amazon AWS Services,2026-07-31 03:08:22,2026-07-31 03:31:07
10024,5925,79,INTERNAL_BOOK_TRANSFER,105397.3,USD,PENDING,Apple Services US,2026-07-21 17:30:24,2026-07-21 19:27:52
10025,5461,300,ACH_CREDIT,30221.13,USD,PROCESSING,Fedwire Interbank Net,2026-07-24 18:25:41,2026-07-24 19:11:20
10026,5009,53,INTERNAL_BOOK_TRANSFER,127148.31,USD,PENDING,Fedwire Interbank Net,2026-09-05 22:50:34,2026-09-06 00:31:17
10027,5593,306,INTERNAL_BOOK_TRANSFER,83157.04,USD,COMPLETED,Amazon AWS Services,2026-09-05 03:43:12,2026-09-05 04:37:51
10028,5498,263,FX_CONVERSION,108699.15,USD,ON_HOLD,Apple Services US,2026-08-11 08:09:01,2026-08-11 09:46:37
10029,5063,271,WIRE_TRANSFER,63315.42,USD,COMPLETED,Oracle Cloud Infra,2026-07-25 23:45:40,2026-07-26 00:22:19
10030,5915,332,MERCHANT_SETTLEMENT,133373.92,USD,COMPLETED,Apple Services US,2026-08-22 11:47:23,2026-08-22 12:48:40
10031,5715,224,WIRE_TRANSFER,24221.4,USD,ON_HOLD,Target Retail Network,2026-09-03 09:10:49,2026-09-03 09:57:50
10032,5449,119,FX_CONVERSION,32975.25,USD,ON_HOLD,Walmart Global Vendor,2026-09-16 06:45:56,2026-09-16 08:42:32
10033,5863,367,INTERNAL_BOOK_TRANSFER,70283.65,USD,COMPLETED,Fedwire Interbank Net,2026-08-29 07:07:39,2026-08-29 09:01:28
10034,5964,345,INTERNAL_BOOK_TRANSFER,110194.46,USD,FAILED,Apple Services US,2026-08-04 13:19:05,2026-08-04 14:44:04
10035,5213,145,INTERNAL_BOOK_TRANSFER,112394.54,USD,ON_HOLD,Apple Services US,2026-08-01 08:35:15,2026-08-01 08:58:59
10036,5205,81,FX_CONVERSION,73840.81,USD,FAILED,Fedwire Interbank Net,2026-09-05 18:14:01,2026-09-05 18:55:33
10037,5241,108,FX_CONVERSION,7081.7,USD,COMPLETED,Walmart Global Vendor,2026-08-14 03:29:51,2026-08-14 04:18:40
10038,5694,82,ACH_CREDIT,124196.69,USD,PROCESSING,Amazon AWS Services,2026-07-26 00:07:20,2026-07-26 00:53:31
10039,5441,59,FX_CONVERSION,34023.26,USD,PROCESSING,Target Retail Network,2026-09-05 01:05:02,2026-09-05 01:40:19
10040,5349,402,ACH_DEBIT,115411.97,USD,FAILED,Oracle Cloud Infra,2026-08-14 19:04:14,2026-08-14 19:24:57
10041,5874,354,CARD_AUTH,77320.47,USD,ON_HOLD,Stripe Clearing Inc,2026-07-24 17:15:45,2026-07-24 18:15:36
10042,5819,235,CARD_AUTH,113370.88,USD,COMPLETED,Visa Direct Global,2026-09-17 00:22:18,2026-09-17 02:09:10
10043,5879,486,WIRE_TRANSFER,123546.03,USD,COMPLETED,Oracle Cloud Infra,2026-07-30 01:23:47,2026-07-30 01:46:40
10044,5646,61,CARD_AUTH,30828.2,USD,COMPLETED,JPMorgan Settlement Corp,2026-08-17 04:28:00,2026-08-17 06:04:46
10045,5453,391,FX_CONVERSION,74771.44,USD,FAILED,Stripe Clearing Inc,2026-08-03 19:18:21,2026-08-03 20:46:46
10046,5373,172,CARD_AUTH,20687.86,USD,FAILED,Target Retail Network,2026-08-31 10:58:03,2026-08-31 11:54:53
10047,5788,394,WIRE_TRANSFER,36816.65,USD,FAILED,Apple Services US,2026-08-21 23:06:15,2026-08-21 23:45:29
10048,5518,88,WIRE_TRANSFER,39921.06,USD,ON_HOLD,Fedwire Interbank Net,2026-08-23 20:07:51,2026-08-23 21:33:52
10049,5681,126,ACH_CREDIT,112987.23,USD,PROCESSING,Fedwire Interbank Net,2026-08-10 23:28:24,2026-08-10 23:47:19
10050,5822,220,MERCHANT_SETTLEMENT,137705.1,USD,PENDING,Oracle Cloud Infra,2026-08-23 22:45:58,2026-08-23 22:50:06
10051,5454,75,CARD_AUTH,1517.55,USD,FAILED,Oracle Cloud Infra,2026-07-26 13:54:24,2026-07-26 14:06:03
10052,5347,162,MERCHANT_SETTLEMENT,147292.2,USD,COMPLETED,Fedwire Interbank Net,2026-07-25 19:00:08,2026-07-25 19:53:54
10053,5778,19,INTERNAL_BOOK_TRANSFER,138379.81,USD,COMPLETED,Visa Direct Global,2026-07-25 10:28:38,2026-07-25 11:54:57
10054,5731,410,INTERNAL_BOOK_TRANSFER,131375.17,USD,COMPLETED,Fedwire Interbank Net,2026-08-27 20:30:19,2026-08-27 22:03:21
10055,5718,284,CARD_AUTH,45666.19,USD,ON_HOLD,Walmart Global Vendor,2026-08-22 05:42:56,2026-08-22 05:44:05
10056,5847,144,FX_CONVERSION,91570.09,USD,COMPLETED,Fedwire Interbank Net,2026-09-01 03:28:00,2026-09-01 04:55:59
10057,5211,455,FX_CONVERSION,93663.53,USD,PROCESSING,Apple Services US,2026-08-22 08:15:47,2026-08-22 10:06:42
10058,5801,333,MERCHANT_SETTLEMENT,116315.78,USD,COMPLETED,Stripe Clearing Inc,2026-07-23 09:55:03,2026-07-23 11:08:30
10059,5343,200,INTERNAL_BOOK_TRANSFER,107839.25,USD,COMPLETED,Oracle Cloud Infra,2026-09-10 07:54:12,2026-09-10 08:33:02
10060,5219,48,FX_CONVERSION,82779.31,USD,PROCESSING,Walmart Global Vendor,2026-08-04 08:39:41,2026-08-04 08:42:57
10061,5029,456,CARD_AUTH,81001.63,USD,COMPLETED,Target Retail Network,2026-08-18 08:00:26,2026-08-18 09:39:42
10062,5433,259,WIRE_TRANSFER,109804.76,USD,FAILED,Walmart Global Vendor,2026-08-14 01:02:50,2026-08-14 02:28:31
10063,5520,182,WIRE_TRANSFER,7184.21,USD,ON_HOLD,Stripe Clearing Inc,2026-09-01 09:24:12,2026-09-01 10:04:57
10064,5587,378,WIRE_TRANSFER,67986.02,USD,COMPLETED,Visa Direct Global,2026-09-12 17:42:28,2026-09-12 19:20:07
10065,5916,481,INTERNAL_BOOK_TRANSFER,99836.61,USD,FAILED,Visa Direct Global,2026-08-11 12:39:09,2026-08-11 13:27:03
10066,5307,146,INTERNAL_BOOK_TRANSFER,117723.88,USD,ON_HOLD,Visa Direct Global,2026-08-02 09:55:40,2026-08-02 11:33:16
10067,5387,267,INTERNAL_BOOK_TRANSFER,37164.19,USD,COMPLETED,Oracle Cloud Infra,2026-09-14 08:47:20,2026-09-14 09:13:42
10068,5843,399,ACH_DEBIT,68160.35,USD,COMPLETED,Fedwire Interbank Net,2026-08-28 19:55:25,2026-08-28 20:06:41
10069,5095,32,MERCHANT_SETTLEMENT,133279.24,USD,PENDING,Target Retail Network,2026-09-01 03:24:30,2026-09-01 03:35:14
10070,5379,347,FX_CONVERSION,60428.29,USD,PROCESSING,Oracle Cloud Infra,2026-08-27 03:40:50,2026-08-27 05:39:58
10071,5271,300,MERCHANT_SETTLEMENT,95478.44,USD,PENDING,Apple Services US,2026-08-29 07:16:13,2026-08-29 09:08:46
10072,5167,74,FX_CONVERSION,19090.86,USD,ON_HOLD,Apple Services US,2026-08-01 09:15:36,2026-08-01 10:51:52
10073,5526,442,FX_CONVERSION,17731.21,USD,COMPLETED,Apple Services US,2026-09-03 18:46:09,2026-09-03 18:50:41
10074,5765,81,FX_CONVERSION,55415.89,USD,COMPLETED,Visa Direct Global,2026-08-28 11:55:26,2026-08-28 12:10:34
10075,5124,190,FX_CONVERSION,43456.7,USD,PROCESSING,JPMorgan Settlement Corp,2026-07-31 06:07:48,2026-07-31 06:58:36
10076,5313,192,ACH_DEBIT,44115.2,USD,COMPLETED,JPMorgan Settlement Corp,2026-08-02 14:58:50,2026-08-02 16:45:55
10077,5604,216,WIRE_TRANSFER,140524.71,USD,COMPLETED,Microsoft Azure Cloud,2026-08-09 18:06:43,2026-08-09 18:31:47
10078,5839,379,MERCHANT_SETTLEMENT,338.31,USD,PROCESSING,Walmart Global Vendor,2026-07-26 09:12:27,2026-07-26 11:11:22
10079,5046,214,MERCHANT_SETTLEMENT,85969.75,USD,PROCESSING,Apple Services US,2026-08-21 14:57:21,2026-08-21 16:44:06
10080,5387,244,CARD_AUTH,108012.16,USD,PROCESSING,JPMorgan Settlement Corp,2026-08-02 06:33:04,2026-08-02 07:42:04
10081,5652,236,CARD_AUTH,67503.44,USD,PENDING,JPMorgan Settlement Corp,2026-08-20 09:34:46,2026-08-20 09:47:02
10082,5820,320,INTERNAL_BOOK_TRANSFER,93548.02,USD,PENDING,Target Retail Network,2026-08-27 05:06:46,2026-08-27 05:53:08
10083,5554,24,INTERNAL_BOOK_TRANSFER,133509.28,USD,ON_HOLD,Microsoft Azure Cloud,2026-07-28 10:03:37,2026-07-28 12:01:55
10084,5170,363,WIRE_TRANSFER,85810.13,USD,FAILED,Microsoft Azure Cloud,2026-09-12 07:05:56,2026-09-12 08:34:06
10085,5127,330,FX_CONVERSION,12796.13,USD,PROCESSING,Oracle Cloud Infra,2026-09-13 19:56:30,2026-09-13 21:40:01
10086,5055,491,FX_CONVERSION,78275.26,USD,FAILED,Apple Services US,2026-09-06 15:00:14,2026-09-06 15:02:51
10087,5124,338,FX_CONVERSION,26982.43,USD,COMPLETED,Microsoft Azure Cloud,2026-08-08 19:19:52,2026-08-08 19:53:26
10088,5850,362,CARD_AUTH,133151.24,USD,PENDING,Stripe Clearing Inc,2026-09-09 15:01:05,2026-09-09 16:24:01
10089,5329,206,FX_CONVERSION,6771.9,USD,FAILED,Amazon AWS Services,2026-08-21 19:55:37,2026-08-21 20:55:22
10090,5185,213,WIRE_TRANSFER,128950.84,USD,COMPLETED,Fedwire Interbank Net,2026-08-13 19:02:18,2026-08-13 19:14:48
10091,5118,51,FX_CONVERSION,25244.61,USD,COMPLETED,JPMorgan Settlement Corp,2026-08-13 15:15:21,2026-08-13 17:00:19
10092,5092,79,ACH_DEBIT,142825.93,USD,ON_HOLD,JPMorgan Settlement Corp,2026-07-25 13:02:59,2026-07-25 14:26:57
10093,5985,167,ACH_CREDIT,4100.49,USD,COMPLETED,Microsoft Azure Cloud,2026-08-26 16:23:46,2026-08-26 16:37:19
10094,5328,73,MERCHANT_SETTLEMENT,133954.38,USD,COMPLETED,Fedwire Interbank Net,2026-07-31 13:38:33,2026-07-31 13:45:42
10095,5208,123,CARD_AUTH,89560.97,USD,COMPLETED,Apple Services US,2026-09-07 04:56:39,2026-09-07 06:39:27
10096,5517,198,WIRE_TRANSFER,40411.76,USD,COMPLETED,Apple Services US,2026-09-11 12:38:10,2026-09-11 13:33:49
10097,5068,248,WIRE_TRANSFER,61139.18,USD,COMPLETED,Amazon AWS Services,2026-08-14 22:57:30,2026-08-15 00:13:13
10098,5987,301,INTERNAL_BOOK_TRANSFER,15249.32,USD,FAILED,Oracle Cloud Infra,2026-08-01 00:22:23,2026-08-01 01:04:03
10099,5582,209,MERCHANT_SETTLEMENT,12609.61,USD,ON_HOLD,Oracle Cloud Infra,2026-08-08 13:51:35,2026-08-08 15:38:33
10100,5992,73,ACH_DEBIT,81077.68,USD,COMPLETED,Target Retail Network,2026-09-10 00:19:10,2026-09-10 01:17:06
10101,5985,467,FX_CONVERSION,67775.28,USD,COMPLETED,Apple Services US,2026-08-16 21:46:15,2026-08-16 23:15:29
10102,5996,86,WIRE_TRANSFER,9050.22,USD,PENDING,Microsoft Azure Cloud,2026-09-15 20:54:13,2026-09-15 21:28:33
10103,5860,349,MERCHANT_SETTLEMENT,149886.3,USD,FAILED,Target Retail Network,2026-09-14 15:17:25,2026-09-14 17:12:16
10104,5523,145,WIRE_TRANSFER,24233.83,USD,PROCESSING,Visa Direct Global,2026-07-26 14:43:54,2026-07-26 15:25:01
10105,5092,203,INTERNAL_BOOK_TRANSFER,18468.91,USD,COMPLETED,Oracle Cloud Infra,2026-08-15 22:57:21,2026-08-16 00:57:20
10106,5443,108,FX_CONVERSION,75735.66,USD,FAILED,Walmart Global Vendor,2026-08-22 02:10:07,2026-08-22 03:36:55
10107,5268,386,INTERNAL_BOOK_TRANSFER,67921.67,USD,COMPLETED,Walmart Global Vendor,2026-08-21 23:49:33,2026-08-22 00:18:23
10108,5471,492,FX_CONVERSION,49285.71,USD,ON_HOLD,JPMorgan Settlement Corp,2026-07-20 00:32:30,2026-07-20 01:55:42
10109,5488,3,WIRE_TRANSFER,100914.31,USD,PENDING,Oracle Cloud Infra,2026-09-05 07:10:08,2026-09-05 08:54:19
10110,5403,276,WIRE_TRANSFER,118101.21,USD,ON_HOLD,Stripe Clearing Inc,2026-09-10 02:54:53,2026-09-10 02:59:11
10111,5914,427,CARD_AUTH,100750.34,USD,ON_HOLD,Stripe Clearing Inc,2026-08-23 02:18:29,2026-08-23 04:09:32
10112,5386,424,FX_CONVERSION,53711.23,USD,COMPLETED,Amazon AWS Services,2026-07-31 22:29:30,2026-07-31 23:32:45
10113,5380,480,ACH_CREDIT,66700.81,USD,COMPLETED,Amazon AWS Services,2026-08-16 02:51:41,2026-08-16 04:24:41
10114,5944,364,ACH_DEBIT,28747.37,USD,FAILED,Visa Direct Global,2026-08-18 06:13:40,2026-08-18 08:04:07
10115,5736,114,ACH_CREDIT,147018.38,USD,COMPLETED,Amazon AWS Services,2026-08-16 01:58:50,2026-08-16 03:06:12
10116,5927,361,INTERNAL_BOOK_TRANSFER,90914.09,USD,COMPLETED,Target Retail Network,2026-08-27 06:43:06,2026-08-27 06:58:19
10117,5891,143,FX_CONVERSION,75061.59,USD,COMPLETED,Oracle Cloud Infra,2026-08-07 15:17:17,2026-08-07 16:47:27
10118,5757,290,INTERNAL_BOOK_TRANSFER,102365.64,USD,PROCESSING,JPMorgan Settlement Corp,2026-07-26 04:04:19,2026-07-26 05:24:42
10119,5132,382,WIRE_TRANSFER,19136.89,USD,PROCESSING,Target Retail Network,2026-09-08 14:38:07,2026-09-08 16:17:43
10120,5802,141,ACH_CREDIT,127153.96,USD,COMPLETED,Oracle Cloud Infra,2026-09-17 11:33:30,2026-09-17 12:08:06
10121,5698,287,MERCHANT_SETTLEMENT,318.69,USD,PENDING,Amazon AWS Services,2026-08-20 04:24:49,2026-08-20 05:23:57
10122,5865,209,ACH_DEBIT,18280.05,USD,PROCESSING,Apple Services US,2026-09-05 22:32:37,2026-09-05 23:22:03
10123,5530,389,WIRE_TRANSFER,132573.33,USD,COMPLETED,Amazon AWS Services,2026-08-15 19:24:06,2026-08-15 20:21:32
10124,5546,230,ACH_DEBIT,799.26,USD,COMPLETED,Walmart Global Vendor,2026-07-27 18:23:57,2026-07-27 19:42:06
10125,5828,13,INTERNAL_BOOK_TRANSFER,33863.95,USD,ON_HOLD,Fedwire Interbank Net,2026-07-27 01:13:46,2026-07-27 01:47:58
10126,5202,85,ACH_DEBIT,46638.45,USD,ON_HOLD,Stripe Clearing Inc,2026-07-22 12:43:08,2026-07-22 13:48:44
10127,5443,414,WIRE_TRANSFER,88890.01,USD,ON_HOLD,Walmart Global Vendor,2026-08-13 03:16:01,2026-08-13 03:49:50
10128,5111,243,ACH_CREDIT,143821.45,USD,FAILED,Amazon AWS Services,2026-08-21 05:05:17,2026-08-21 06:16:19
10129,5814,122,WIRE_TRANSFER,116368.14,USD,PROCESSING,Apple Services US,2026-07-29 02:41:59,2026-07-29 04:07:26
10130,5458,297,WIRE_TRANSFER,12853.52,USD,COMPLETED,Amazon AWS Services,2026-08-25 11:09:54,2026-08-25 11:52:45
10131,5912,435,INTERNAL_BOOK_TRANSFER,9778.07,USD,COMPLETED,Amazon AWS Services,2026-08-31 17:30:55,2026-08-31 17:38:28
10132,5309,313,INTERNAL_BOOK_TRANSFER,64790.34,USD,COMPLETED,Amazon AWS Services,2026-09-12 02:56:11,2026-09-12 03:03:23
10133,5302,436,MERCHANT_SETTLEMENT,60267.72,USD,PROCESSING,Fedwire Interbank Net,2026-08-11 10:57:40,2026-08-11 12:55:47
10134,5614,404,INTERNAL_BOOK_TRANSFER,93610.81,USD,PENDING,Fedwire Interbank Net,2026-09-02 21:27:23,2026-09-02 23:16:01
10135,5439,451,FX_CONVERSION,92894.29,USD,COMPLETED,Amazon AWS Services,2026-09-01 21:50:46,2026-09-01 23:01:28
10136,5337,301,ACH_CREDIT,16223.73,USD,COMPLETED,Visa Direct Global,2026-07-26 09:09:39,2026-07-26 10:30:40
10137,5809,431,ACH_CREDIT,135657.94,USD,COMPLETED,Oracle Cloud Infra,2026-08-13 16:57:38,2026-08-13 17:46:14
10138,5432,247,INTERNAL_BOOK_TRANSFER,93137.3,USD,COMPLETED,Target Retail Network,2026-08-02 04:34:17,2026-08-02 06:23:11
10139,5046,31,ACH_CREDIT,46767.58,USD,PENDING,Oracle Cloud Infra,2026-08-23 13:22:26,2026-08-23 14:05:00
10140,5598,454,FX_CONVERSION,116330.07,USD,COMPLETED,Apple Services US,2026-08-18 19:02:03,2026-08-18 20:24:30
10141,5352,150,ACH_DEBIT,145541.42,USD,PROCESSING,Visa Direct Global,2026-08-02 20:42:50,2026-08-02 20:50:44
10142,5244,260,CARD_AUTH,125280.44,USD,FAILED,Amazon AWS Services,2026-08-29 19:14:40,2026-08-29 20:01:41
10143,5201,500,ACH_CREDIT,96092.38,USD,COMPLETED,Stripe Clearing Inc,2026-08-21 23:38:40,2026-08-22 00:04:36
10144,5684,244,INTERNAL_BOOK_TRANSFER,103784.01,USD,PENDING,Visa Direct Global,2026-08-20 23:23:44,2026-08-21 01:20:08
10145,5593,290,ACH_DEBIT,92425.26,USD,PENDING,Walmart Global Vendor,2026-08-04 13:54:38,2026-08-04 14:09:01
10146,5466,449,CARD_AUTH,136583.73,USD,PENDING,Target Retail Network,2026-07-20 04:23:08,2026-07-20 05:50:25
10147,5229,355,ACH_CREDIT,69994.12,USD,COMPLETED,Target Retail Network,2026-09-04 11:59:26,2026-09-04 13:39:48
10148,5787,488,CARD_AUTH,49744.31,USD,ON_HOLD,Fedwire Interbank Net,2026-08-08 18:11:33,2026-08-08 19:06:17
10149,5189,423,WIRE_TRANSFER,54438.82,USD,COMPLETED,Walmart Global Vendor,2026-07-22 17:43:00,2026-07-22 18:58:49
10150,5118,73,ACH_DEBIT,66075.49,USD,ON_HOLD,Visa Direct Global,2026-08-23 18:25:12,2026-08-23 18:31:16
10151,5999,16,ACH_CREDIT,29694.2,USD,COMPLETED,Target Retail Network,2026-08-14 06:16:20,2026-08-14 07:54:33
10152,5179,174,CARD_AUTH,83187.1,USD,COMPLETED,Target Retail Network,2026-07-21 21:51:03,2026-07-21 22:15:10
10153,5864,135,WIRE_TRANSFER,3174.03,USD,ON_HOLD,JPMorgan Settlement Corp,2026-08-25 14:43:29,2026-08-25 16:12:58
10154,5807,454,WIRE_TRANSFER,50774.36,USD,COMPLETED,Microsoft Azure Cloud,2026-09-02 02:48:08,2026-09-02 03:21:00
10155,5379,415,ACH_DEBIT,99144.95,USD,PROCESSING,Visa Direct Global,2026-08-30 22:24:25,2026-08-31 00:24:25
10156,5729,34,WIRE_TRANSFER,21686.65,USD,COMPLETED,Target Retail Network,2026-08-07 10:25:14,2026-08-07 11:38:01
10157,5388,356,ACH_DEBIT,47710.13,USD,PENDING,Target Retail Network,2026-07-24 07:24:48,2026-07-24 09:09:04
10158,5631,301,ACH_CREDIT,128169.03,USD,COMPLETED,JPMorgan Settlement Corp,2026-08-20 15:19:19,2026-08-20 15:53:08
10159,5055,323,CARD_AUTH,42029.35,USD,COMPLETED,Oracle Cloud Infra,2026-09-14 12:46:51,2026-09-14 13:53:41
10160,5215,373,WIRE_TRANSFER,117705.27,USD,FAILED,Visa Direct Global,2026-07-26 02:56:09,2026-07-26 03:19:05
10161,5521,199,CARD_AUTH,132366.31,USD,FAILED,Oracle Cloud Infra,2026-08-25 03:52:26,2026-08-25 05:00:35
10162,5532,238,ACH_CREDIT,48290.76,USD,COMPLETED,Oracle Cloud Infra,2026-09-04 17:56:04,2026-09-04 19:33:51
10163,5979,254,MERCHANT_SETTLEMENT,40268.98,USD,PENDING,Visa Direct Global,2026-07-23 09:03:55,2026-07-23 09:32:17
10164,5225,459,ACH_CREDIT,67825.98,USD,COMPLETED,Fedwire Interbank Net,2026-08-10 01:07:52,2026-08-10 01:49:43
10165,5436,456,MERCHANT_SETTLEMENT,85716.49,USD,FAILED,Walmart Global Vendor,2026-08-13 12:52:01,2026-08-13 14:07:16
10166,5087,69,CARD_AUTH,12627.58,USD,PENDING,Oracle Cloud Infra,2026-08-22 22:59:59,2026-08-22 23:31:29
10167,5598,22,MERCHANT_SETTLEMENT,76851.75,USD,COMPLETED,Fedwire Interbank Net,2026-09-01 15:01:45,2026-09-01 16:05:40
10168,5443,210,ACH_DEBIT,120680.65,USD,COMPLETED,Microsoft Azure Cloud,2026-08-25 22:45:34,2026-08-25 22:49:01
10169,5184,227,ACH_CREDIT,39862.46,USD,COMPLETED,Walmart Global Vendor,2026-07-27 19:49:11,2026-07-27 20:29:28
10170,5863,257,FX_CONVERSION,82009.34,USD,COMPLETED,Microsoft Azure Cloud,2026-08-10 22:26:49,2026-08-10 22:40:20
10171,5122,37,ACH_DEBIT,5766.73,USD,COMPLETED,Walmart Global Vendor,2026-08-07 21:59:23,2026-08-07 23:31:38
10172,5338,129,ACH_DEBIT,111788.2,USD,FAILED,Microsoft Azure Cloud,2026-08-07 07:59:59,2026-08-07 09:36:24
10173,5619,71,CARD_AUTH,112863.82,USD,ON_HOLD,Oracle Cloud Infra,2026-08-14 04:15:37,2026-08-14 04:16:51
10174,5789,154,ACH_DEBIT,123350.86,USD,FAILED,Fedwire Interbank Net,2026-08-28 05:15:23,2026-08-28 07:07:40
10175,5594,388,INTERNAL_BOOK_TRANSFER,1808.8,USD,ON_HOLD,Oracle Cloud Infra,2026-08-03 07:37:15,2026-08-03 09:35:29
10176,5408,117,ACH_CREDIT,108507.44,USD,COMPLETED,Apple Services US,2026-08-11 12:23:07,2026-08-11 13:33:37
10177,5602,403,FX_CONVERSION,113649.38,USD,ON_HOLD,Apple Services US,2026-08-21 21:33:54,2026-08-21 23:22:06
10178,5088,161,CARD_AUTH,28197.69,USD,FAILED,Fedwire Interbank Net,2026-08-09 04:08:19,2026-08-09 05:08:17
10179,5461,437,FX_CONVERSION,4540.34,USD,COMPLETED,Visa Direct Global,2026-08-01 06:50:16,2026-08-01 07:32:04
10180,5966,378,WIRE_TRANSFER,74982.79,USD,ON_HOLD,Walmart Global Vendor,2026-08-21 19:36:50,2026-08-21 20:07:42
10181,5430,218,INTERNAL_BOOK_TRANSFER,112900.24,USD,FAILED,Oracle Cloud Infra,2026-08-17 21:58:34,2026-08-17 22:43:10
10182,5602,12,FX_CONVERSION,117809.14,USD,COMPLETED,JPMorgan Settlement Corp,2026-08-20 21:18:37,2026-08-20 22:36:16
10183,5645,410,FX_CONVERSION,137065.03,USD,PROCESSING,Fedwire Interbank Net,2026-08-25 20:18:26,2026-08-25 20:46:23
10184,5972,201,WIRE_TRANSFER,80185.46,USD,COMPLETED,Apple Services US,2026-07-30 08:54:59,2026-07-30 09:39:57
10185,5584,493,MERCHANT_SETTLEMENT,95859.7,USD,COMPLETED,Stripe Clearing Inc,2026-08-05 11:13:00,2026-08-05 11:27:19
10186,5692,284,ACH_CREDIT,4833.56,USD,ON_HOLD,Visa Direct Global,2026-09-05 06:19:20,2026-09-05 06:23:04
10187,5192,102,WIRE_TRANSFER,136704.06,USD,PENDING,Microsoft Azure Cloud,2026-08-08 19:32:04,2026-08-08 20:03:58
10188,5299,338,FX_CONVERSION,10520.63,USD,COMPLETED,Walmart Global Vendor,2026-09-08 04:02:14,2026-09-08 04:03:49
10189,5176,168,CARD_AUTH,136474.17,USD,PENDING,JPMorgan Settlement Corp,2026-07-30 13:49:22,2026-07-30 14:07:04
10190,5550,215,MERCHANT_SETTLEMENT,111477.96,USD,PENDING,Target Retail Network,2026-08-01 10:32:05,2026-08-01 12:31:00
10191,5211,159,MERCHANT_SETTLEMENT,122689.06,USD,ON_HOLD,Apple Services US,2026-08-04 05:45:28,2026-08-04 07:07:58
10192,5589,481,ACH_DEBIT,88134.31,USD,PROCESSING,Apple Services US,2026-08-15 13:35:41,2026-08-15 14:03:18
10193,5008,74,MERCHANT_SETTLEMENT,9619.38,USD,PENDING,Visa Direct Global,2026-08-12 18:57:00,2026-08-12 20:08:52
10194,5337,467,FX_CONVERSION,131888.99,USD,PENDING,Apple Services US,2026-09-13 18:15:26,2026-09-13 18:20:51
